id,name,shop_url,agb_url
98,Harald Hamp,hamp-hausgeraete.de,https://www.hamp-hausgeraete.de/agb
99,Roberto Cal�,csv-direct.de,http://www.csv-direct.de/agb.html
100,eCom-Dresden OHG,allego.de,https://www.allego.de/agb.html
101,Stabilo Werkzeugfachmarkt f�r Haus-Hof-Freizeit GmbH,stabilo-fachmarkt.de,https://www.stabilo-fachmarkt.de/content/agb/
102,ARDMED Medical Supplies GmbH & Co. KG,ardmed.de,https://www.ardmed.de/AGB-Widerruf
103,Bodfeld-Apotheke e.K.,bodfeld-apotheke.de,https://www.bodfeld-apotheke.de/content/agb.1001.html
104,office direct GmbH,tintenfux.de,https://www.tintenfux.de/UgsTTConditionsView
105,Genius GmbH,genius.tv,https://www.genius.tv/agb
106,zoo24 GmbH,zoo24.de,https://www.zoo24.de/agb
107,SKIHAUS HELLENBERG e.K.,ski-andmore.de,https://www.ski-andmore.de/content/agb
108,Giga GmbH,giga-reifen.de,https://www.giga-reifen.de/AGBs.html
109,Thomas Seifert,toms-car-hifi.de,https://www.toms-car-hifi.de/agb
110,babymarkt.de GmbH,babymarkt.de,https://www.babymarkt.de/allgemeine-geschaeftsbedingungen/
111,CSC Spretz GmbH,reifentiefpreis24.de,https://www.reifentiefpreis24.de/conditions.php
112,point-rouge GmbH,point-rouge.de,https://www.point-rouge.de/agb
113,AMS e-commerce GmbH,alles-mit-stecker.de,https://www.alles-mit-stecker.de/AGB-und-Kundeninformation:_:3.html
114,Dirk Hahn,ac-sat-corner.eu,https://www.ac-sat-corner.eu/AGB
115,Notino Deutschland und �sterreich GmbH,notino.de,https://www.notino.de/agbs/
116,SADIK AKSOY e.K.,satboerse24.de,https://www.satboerse24.de/AGB
117,Sport-Tiedje GmbH,sport-tiedje.de,https://www.sport-tiedje.de/allgemeine-geschaeftsbedingungen
118,IPC Computer Deutschland GmbH,ipc-computer.de,https://www.ipc-computer.de/conditions.php
119,AmbienteDirect GmbH,ambientedirect.com,https://www.ambientedirect.com/allgemeine-infos/agb
120,Stefan Gr�newald e.K.,mp3-player.de,https://www.mp3-player.de/index.php?page=agb2
121,PDA Max GmbH & Co. KG,pdamax.de,https://www.pdamax.de/agb.html
122,SatKing GmbH,satking.de,https://www.satking.de/AGB
123,System Com 99 e.K. - Inhaber Markus M�ller,besserepreise.com,https://www.besserepreise.com/data/attachements/order/agb.pdf
124,Skandic GmbH,skandic.de,https://www.skandic.de/terms
125,HM-Sat GmbH,hm-sat-shop.de,https://www.hm-sat-shop.de/agb-und-kundeninfo
126,GLOBUS hitseller GmbH,hitseller.de,https://www.hitseller.de/shop.php?mode=show_page&page=terms&lang=de&sid=
127,4 allsports GmbH,4thebike.de,https://www.4thebike.de/agb
128,SOPO Handelsges.m.b.H,sopo.at,https://www.sopo.at/Unsere-AGB:_:3.html
129,Amazon EU SARL,amazon.de,https://www.amazon.de/gp/help/customer/display.html?ie=UTF8&nodeId=3367031
130,OTTO Office GmbH & Co KG,otto-office.com,https://www.otto-office.com/de/agbs.obtshop
131,Manfred Jilg e.K.,technik-profis.de,https://www.technik-profis.de/agb
132,ABH-Nord GmbH,batterie24.de,https://batterie24.de/abg
133,Danny Pfeiffer,tandmore.de,https://www.tandmore.de/Unsere-AGB:_:3.html
134,visunext International GmbH & Co. KG,beamershop24.de,https://www.beamershop24.de/de/unternehmen/agb
135,ARS24 GmbH & Co. KG,ars24.com,https://www.ars24.com/agb-kundeninformation
136,myToys.de GmbH,mytoys.de,https://www.mytoys.de/c/agb.html
137,Ellerbrock "Bad und K�che" GmbH,ellerbrockshop.de,https://www.ellerbrockshop.de/unsere-agb
138,Re-In Retail International GmbH,smdv.de,https://www.smdv.de/AGB.html
139,Fritz-Walter Mescher e.K.,premiumshop24.de,https://www.premiumshop24.de/agb/
140,Projektor AG,beamer-discount.de,http://www.beamer-discount.de/agb_content.html
141,NetFactory Gesellschaft f�r Netzwerkl�sungen mbH,easynotebooks.de,https://www.easynotebooks.de/AGB-Kundeninformationen
142,Priz GmbH,priz24.de,https://www.priz24.de/agb
143,Office Partner GmbH,365tageoffen.de,https://www.365tageoffen.de/unternehmen/AGB_custom_4.html
144,Ten Dance Media Verlag e.K.,grooves.land,https://www.grooves.land/conditions.php
145,Markenkoffer GmbH,markenkoffer.de,https://www.markenkoffer.de/AGB/
146,Zentral Drogerie GmbH,zentraldrogerie.de,https://www.zentraldrogerie.de/agb
147,Roberto Marschel,reifendachs.de,https://www.reifendachs.de/agb.html
148,CSMusiksysteme GmbH,csmusiksysteme.net,https://csmusiksysteme.net/AGB/
149,AC-FOTO Handels GmbH,ac-foto.com,https://www.ac-foto.com/info/agb
150,CHAL-TEC GmbH,elektronik-star.de,https://www.elektronik-star.de/Info/AGB/
151,Elektromarkt-Schmaus Inh.Willi Schmaus,schmausshop.de,https://www.schmausshop.de/de/wisl_s-cms/_redaktionell/1/Informationen/1/.html
152,Beauty Shop DE GmbH,parfum-zentrum.de,https://www.parfum-zentrum.de/allgemeine-geschaeftsbedingungen
153,Leine Apotheke Jakob Herzog e.K.,aposalis.de,https://www.aposalis.de/informationen/db/AGB.html
154,BIKER-BOARDER,biker-boarder.de,https://www.biker-boarder.de/shopware/unternehmen/Allgemeine-Geschaeftsbedinungen_custom_4.html
155,Thomas Steindorf - Sabath e.K,fotoversand24.de,https://www.fotoversand24.de/agb/
156,Toolstrade Inh. Thomas Hoffmann e.K.,werkzeugdiscount24.de,https://www.werkzeugdiscount24.de/AGB
157,Matthias Schweitzer - it-schweitzer,it-schweitzer.de,https://it-schweitzer.de/agb
158,Danto GmbH,danto.de,https://www.danto.de/agb/
159,Martin Kraft e.K.,more-than-coffee.de,https://www.more-than-coffee.de/AGB
160,Calumet Photographic GmbH,calumetphoto.de,https://www.calumetphoto.de/INTERSHOP/web/WFS/Calumet-DE-Site/de_DE/-/EUR/ViewContent-Start?PageletEntryPointID=systempage.terms.pagelet2-systempage.terms
161,SurfFact GmbH,surffact.de,https://www.surffact.de/de/Unsere-AGB.html
162,Sporthaus Redler GmbH,sport-redler.de,https://www.sport-redler.de/agb.php
163,Sportgigant Lindpointner GmbH,sportgigant.at,https://sportgigant.at/store/cms.php?id_cms=3?id_cms=3
164,Apologistics GmbH,apodiscounter.de,https://www.apodiscounter.de/agb
165,JMS Trading GmbH,etoh24.de,https://www.etoh24.de/index.php?id=2
166,Ravensburger Fotoversand Foto Bantle GmbH,fotobantle.de,https://www.fotobantle.de/info/allgemeine-geschaeftsbedingungen.html
167,KP Family International GmbH,babyartikel.de,https://www.babyartikel.de/agb
168,Fleischmann GmbH,fleischmann-werkzeuge.de,https://www.fleischmann-werkzeuge.de/agb
169,Moto-Thek im Elztal GmbH Motorradbekleidung,moto-akut.de,https://www.moto-akut.de/agb
170,ascasa GmbH,ascasa.de,https://www.ascasa.de/Allgemeine-Geschaeftsbedingungen:_:3.html
171,Alfred H�fle e. K.,hbh24online.de,https://www.hbh24online.de/de/info/allgemeine-geschaeftsbedingungen.html
172,goodwheel GmbH,goodwheel.de,https://www.goodwheel.de/agb/
173,Alza.cz a.s.,alza.de,https://www.alza.de/botpage/captcha?ssa=https%3A%2F%2Fwww.alza.de%2Fallgemeine-geschaeftsbedingungen-art10097.htm&ssb=7bed6fdca51aa053bbd8596bb7a0d9aa4ddd339d&ssc=YjA5YzA2NmMzOTUzLTYwMjktMzEzNC1mOGUwLWE5MTlkZjY1
174,Gemeinntzige Integrationsgesellschaft Kaiserslautern mbH (iKL),steinehelden.de,https://steinehelden.de/agb
175,Markus Felber,moebel-universum.de,https://www.moebel-universum.de/agb
176,APONEO,aponeo.de,http://www.aponeo.de/informationen/rechtliches/agb/
177,Stephan Krusche,krusche-outdoor.de,https://www.krusche-outdoor.de/AGB/
178,motoin GmbH,motoin.de,https://www.motoin.de/AGB:_:3.html
179,Apotheke im Paunsdorf Center Kirsten Fritsch e. K.,versandapo.de,https://www.versandapo.de/agb
180,expert e-Commerce GmbH,expert.de,https://www.expert.de/Footer/Website/AGB-bei-Onlinekaeufen
181,Contorion GmbH,contorion.de,https://www.contorion.de/agb
182,Klokow Industrietechnik GmbH,klokow-gmbh.de,https://www.klokow-gmbh.de/AGB-s.html
183,Leuchten Zentrale GmbH,leuchtenzentrale.de,https://www.leuchtenzentrale.de/agb
184,Fachapothekerin Gerburg Kuhnert e.Kfr.,ipill.de,https://www.ipill.de/agb
185,autoworld24 GmbH & Co. KG,autoworld24.de,https://www.autoworld24.de/agb
186,Helmut Staude GmbH & Co. KG,mykitchens.de,https://www.mykitchens.de/mykitchens/agb/
187,Duschmeister GmbH & Co. KG,duschmeister.de,https://www.duschmeister.de/kontakt-agb.php
188,Delticom AG,mein-reifen-guru.de,https://www.mein-reifen-guru.de/AGBs.html?dsco=312&cart_id=2263403.312.7934&Cookie=&s_p=AGBs
189,COM-OIL Energie + Service GmbH,motoroel24.de,https://www.motoroel24.de/information/agb
190,Foto Mundus Inh. Lutz Bergknecht e.K.,foto-mundus.de,https://www.foto-mundus.de/agb
191,ePetworld GmbH,hundeland.de,https://www.hundeland.de/agb
192,nanobike GmbH,nanobike.de,https://nanobike.de/AGB
193,Delticom AG,mein-reifen-outlet.de,https://www.mein-reifen-outlet.de/AGBs.html
194,Shop-Apotheke Service B.V,shop-apotheke.com,https://www.shop-apotheke.com/versandapotheke_agb.htm
195,reifencom GmbH,reifen-richtig-billig.de,https://www.reifen-richtig-billig.de/de/faq/agb
196,HDK AG,hertie.de,https://www.hertie.de/agbs.asp
197,ROFU Kinderland Spielwarenhandelsgesellschaft mbH,mifus.de,https://www.mifus.de/agb-rechtliches/
198,Photospecialist,photospecialist.de,https://www.photospecialist.de/allgemeine-geschaftsbedingungen/
199,Global-Kitchen & Electrics GmbH,gke.shop,https://gke.shop/agb
200,internetstores GmbH,campz.de,https://www.campz.de/agb.html
201,workstation Hannover GmbH,hardwarehouse.de,https://www.hardwarehouse.de/shop_content.php?coID=3
202,DIMAXA GmbH,dimaxa.de,https://www.dimaxa.de/agb/
203,F & M Computer Systemhaus GmbH,f-m-shop.de,https://www.f-m-shop.de/agb/
204,Marcel Schoroth,fairsandhaus.com,https://www.fairsandhaus.com/gtc
205,Tito-Express,shop.tito-express.de,https://shop.tito-express.de/Conditions
206,eXXpozed - sports & fashion Andreas Oliver Bindhammer e.K.,outdoorsports24.com,https://www.outdoorsports24.com/unsere-agb
207,Die Rappelkiste Spielwaren GmbH,exoneit.de,https://exoneit.de/default.asp?ex=seiten:darstellen.asp&shopagb=1
208,APO Pharmacy B.V.,apo.com,https://www.apo.com/agb
209,duo schreib & spiel  Verwaltungsgesellschaft mbH & Co. Vertriebs KG,duo-shop.de,https://www.duo-shop.de/de-DE/Terms
210,BIKEBOX GmbH,bikebox-shop.de,https://www.bikebox-shop.de/content/agb/
211,MP-Vertriebs GmbH,mp-kuechen.de,https://mp-kuechen.de/shop_content.php?coID=3
212,kfzteile24 GmbH,kfzteile24.de,https://www.kfzteile24.de/agb
213,Sebastian Fischer,rauchmelder-experten.de,https://www.rauchmelder-experten.de/agb
214,Tires2go.de - Inhaber: Roy Bachem,tires2go.de,https://tires2go.de/agb.php
215,Artavola GmbH,tischwelt.de,https://www.tischwelt.de/Service/Rechtliches/AGB/
216,Markenschlaf GmbH,markenschlaf.de,https://www.markenschlaf.de/gtc
217,Maternia,321linsen.de,https://www.321linsen.de/agb.html
218,HGO GmbH,cleverdeals.de,https://www.cleverdeals.de/shop_content.php/coID/25/content/Unsere-AGB
219,Kchenbauer GmbH,meinkuechenstudio.de,https://www.meinkuechenstudio.de/inhalte/3702494_AGB.html;jsessionid=aaaayGqBXyzbW-3JGjvVw
220,office direct GmbH,expresstinte.de,https://www.expresstinte.de/AGB?catalogId=1&storeId=112&langId=-3
221,CS-Multimedia GmbH,cs-multimedia.de,https://www.cs-multimedia.de/AGB-und-Kundeninformationen
222,Tasko Products GmbH,koffer.com,https://www.koffer.com/AGBs/
223,ACH Autocolor Marc Becker KG,ach-shop.com,https://www.ach-shop.com/allgemeine-geschaeftsbedingungen-agb
224,Bepro GmbH,profitoner.de,https://www.profitoner.de/shop_content.php?coID=3
225,Tomasz Kaminski,inreifen.de,https://www.inreifen.de/agb.html
226,Foto Whrstein OHG,foto-woehrstein.de,https://foto-woehrstein.de/shop/de/unsere-agb
227,OTTO (GmbH & Co KG),neckermann.de,https://www.neckermann.de/service/agb
228,Jolana Kernova,mediafrost.de,https://www.mediafrost.de/AGB.html
229,Heike Mller,kuechentechnik-mueller.de,https://www.kuechentechnik-mueller.de/Shop/Index/index.php?sites=AGB
230,Kirsten Pohl e.Kfr.,shopping.prokira.de,https://shopping.prokira.de/agb
231,AW Maschinenhandel - Inhaber: Adalbert Wieczorek,aw-tools.de,https://www.aw-tools.de/AGB
232,Schuh und Sport Schller GmbH,zateno.de,https://www.zateno.de/AGB-oxid/
233,Achim Weyrauch,elektrowelt24.eu,https://www.elektrowelt24.eu/shop/shop_content.php?coID=3
234,Ageon GmbH,perfumetrader.de,https://www.perfumetrader.de/de/agb
235,KORN e.K.,musikhaus-korn.de,https://www.musikhaus-korn.de/de/infocenter/agb
236,tennistown GmbH,tennistown.de,https://www.tennistown.de/conditions.php
237,OBI E-Commerce GmbH,obi.de,https://www.obi.de/agb/
238,Kay-Uwe Droll,ssd-armaturenshop.de,https://ssd-armaturenshop.de
239,KaffeKapslen.dk ApS,kaffekapslen.de,https://www.kaffekapslen.de/allgemeinegeschaftsbedingungen
240,Caseking GmbH,caseking.de,https://www.caseking.de/agb
241,Patchwork Enterprise International GmbH,augenliebe.de,https://www.augenliebe.de/cgi-bin/loadhtml.cgi?seite=agb
242,Cosse GmbH,cosse.de,https://www.cosse.de/agb
243,Firstcom Trading GmbH,cdn.idealo.com,https://cdn.idealo.com/folder/Direktkauf/docs/ShopInfo/318875/terms.html
244,Mounaco Elektrowerkzeuge,mounaco.de,https://www.mounaco.de/shop/shop_content.php?coID=3
245,Michael Uebbing,tondoseviersen.de,https://www.tondoseviersen.de/agb
246,CB Elektrohaus OHG,elektrotresen.de,https://www.elektrotresen.de/Unsere-AGB.html
247,ad 3000 moebelconcept e. k.,moebelconcept24.de,https://www.moebelconcept24.de/agb.html
248,Stanze Gartencenter GmbH,meingartencenter24.de,https://www.meingartencenter24.de/mgc24/agb/
249,internetstores GmbH,bikeunit.de,https://www.bikeunit.de/agb.html
250,Boomstore GmbH & Co. KG,boomstore.de,https://www.boomstore.de/AGB/
251,SHK Vertriebsgesellschaft mbH,shkshop.com,https://www.shkshop.com/unsere-agb:_:3.html
252,Thomann GmbH,thomann.de,https://www.thomann.de/de/compinfo_terms.html
253,Brille24 GmbH,brille24.de,https://www.brille24.de/agb.html
254,Bssler & Bross GbR,all-4-baby.de,https://www.all-4-baby.de/unternehmen/agb/
255,K & M Computer GmbH & Co. KG,kmcomputer.de,https://www.kmcomputer.de/unsere-agb
256,TALK-POINT GmbH,talk-point.de,https://www.talk-point.de/de/agb
257,Wein Schmidt GmbH,fabelhafter-wein.de,https://www.fabelhafter-wein.de/agb
258,Pieper GmbH & Co. KG Grohandel,grillshop-24.de,https://www.grillshop-24.de/index.php?id=51
259,Karsten Steinmeier,konzept-kuechen.de,https://www.konzept-kuechen.de/Shop/Index/index.php?sites=AGBs
260,Elektroland Tillmann GmbH,shop.elektroland.de,https://shop.elektroland.de/info/allgemeine-geschaeftsbedingungen.html
261,outdoortrends GmbH & Co. KG,outdoortrends.de,https://www.outdoortrends.de/agb/
262,xTwo GmbH,xtwostore.de,https://www.xtwostore.de/agb.html
263,windeln.de SE,windeln.de,https://www.windeln.de/agb/
264,Frank Borghoff,bettwaren-borghoff.de,https://www.bettwaren-borghoff.de/AGB/
265,Apotheke im Paunsdorf Center Kirsten Fritsch e. K.,apotheke.de,https://www.apotheke.de/agb
266,Leitern & Gerste Vertrieb e. K.,leiternprofi24.de,https://www.leiternprofi24.de/widerruf
267,JAKO-O GmbH,jako-o.com,https://www.jako-o.com/de_DE/agb
268,Klaus Flitsch,my-marien-apotheke.de,https://www.my-marien-apotheke.de/epages/aab90adf-7e8b-44e0-be03-5e3938e45cd4.sf/de_DE/?ObjectPath=/Shops/aab90adf-7e8b-44e0-be03-5e3938e45cd4/Categories/TermsAndConditions
269,Parfuemerie Rook GmbH,parfuemerie-rook.de,https://www.parfuemerie-rook.de/agb
270,Martin Klausmann,sport-klausmann.de,https://www.sport-klausmann.de/AGB
271,Schmidt Im & Export GmbH & Co. KG,gutes-shop.de,https://www.gutes-shop.de/agb
272,Rakuten Deutschland GmbH,rakuten.de,https://www.rakuten.de/shops/gute-gebrauchte-drucker
273,Rudolf Wiegand und Partner GmbH,tonersupermarkt.de,https://www.tonersupermarkt.de/agb
274,Passiontec GmbH,passiontec.de,https://www.passiontec.de/agb.html
275,Stefan Grnewald e.K.,electronis.de,https://www.electronis.de/index.php?page=agb2
276,Pollin Electronic GmbH - Shop fr Elektronik,pollin.de,https://www.pollin.de/agb
277,Exomium GmbH,xtivate.de,https://xtivate.de/pls/start.pl?agb.pl
278,MUSIC STORE professional GmbH,musicstore.de,https://www.musicstore.de/de_DE/EUR/terms-and-conditions
279,Matratzen Union GmbH,matratzenunion.de,https://www.matratzenunion.de/bestellvorgang/agb/?plentyID=91l3tcdg90ufr1ujtkfjfn68f1
280,Dipl. Ing. Rainer Fox und Michael Vanscheidt GbR,leuchtenfox.de,https://www.leuchtenfox.de/agb
281,Marc Quirin,kitchenland.de,https://www.kitchenland.de/AGB
282,Edeloptics GmbH,edel-optics.de,https://www.edel-optics.de/AGB.html
283,Schlafnett by Markenschlaf GmbH,schlafnett.de,https://www.schlafnett.de/gtc
284,Sporthaus Hss GmbH,sportolino.de,https://www.sportolino.de/AGB.html
285,Drucker.de IT-Handelsgesellschaft mbH,24drucker.de,https://www.24drucker.de/agb
286,Michael Merz,lokmuseum.de,https://www.lokmuseum.de/agb.php
287,Christoph Hill,naehmaschinen-discounter.de,https://naehmaschinen-discounter.de/agb.php
288,Voltus GmbH,voltus.de,https://www.voltus.de/agb/
289,Delticom AG,123reifen.de,https://www.123reifen.de/AGBs.html
290,Musikhaus Kirstein GmbH,kirstein.de,https://www.kirstein.de/agb/
291,Kaniewski Handels GmbH & Co. KG,marine-sales.de,https://www.marine-sales.de/index.php?id=20
292,GRAVIS Computervertriebsgesellschaft mbH,gravis.de,https://www.gravis.de/agb
293,Schmidt Im- und Export GmbH & Co. KG,parfume.de,https://www.parfume.de/agb
294,Raimund Saerbeck,hifisound.de,https://www.hifisound.de/de/AGB-oxid/
295,SQS UG (haftungsbeschrnkt),rauchmeldershop-online.de,https://www.rauchmeldershop-online.de/:_:3.html
