id,name,shop_url,agb_url
22,AO Retail Limited,bootskitchenappliances.com,https://www.bootskitchenappliances.com/services/Terms_and_conditions.aspx
23,Buy it Direct Ltd,laptopsdirect.co.uk,https://www.laptopsdirect.co.uk/asp/terms.asp
24,Bunny Appliance Warehouse Ltd.,appliancecity.co.uk,https://www.appliancecity.co.uk/terms.asp
25,Delticom Tyres Ltd.,tyres-outlet.co.uk,https://www.tyres-outlet.co.uk/AGBs.html
26,The Carphone Warehouse Limited,carphonewarehouse.com,https://www.carphonewarehouse.com/terms-and-conditions.html
27,John Lewis PLC,johnlewis.com,https://www.johnlewis.com/customer-services/shopping-with-us/terms-and-conditions
28,FC-Moto GmbH & Co. KG,fc-moto.de,https://www.fc-moto.de/epages/fcm.sf/en_IE/?ObjectPath=/Shops/10207048/Categories/TermsAndConditions
29,Glotech Limited,glotech.co.uk,https://www.glotech.co.uk/content/terms-and-conditions/
30,Demon Tweekes Limited,uberkids.com,https://www.uberkids.com/terms-conditions/
31,AO World PLC,ao.com,https://ao.com/ContentHubRoot/HelpAndAdvice/General/my-ao/terms-and-conditions
32,Marks Electrical Limited,markselectrical.co.uk,https://markselectrical.co.uk/terms-and-conditions.html
33,J W Garnett Limited,go-electrical.co.uk,https://www.go-electrical.co.uk/view/area/Default/section/Documents/CustomerService/tsandcs
34,Lee Industrial Limited,tooled-up.com,https://www.tooled-up.com/help/termsuse/
35,Novatech Ltd,novatech.co.uk,https://www.novatech.co.uk/termsandconditions.html
36,UK Office Direct Limited,ukofficedirect.co.uk,https://www.ukofficedirect.co.uk/help/topic/general-terms-and-conditions
37,Warehouse Express Limited,wexphotovideo.com,https://www.wexphotovideo.com/help/terms-and-conditions/
38,TRADEINN RETAIL SERVICES S.L.,trekkinn.com,https://www.trekkinn.com/outdoor-mountain
39,ALTERNATE GmbH,alternate.co.uk,https://www.alternate.co.uk/html/help/content.html?docId=148
40,The Wright Buy Ltd.,thewrightbuy.co.uk,https://www.thewrightbuy.co.uk/
41,The Cartridge People (Group) Limited,cartridgepeople.com,http://www.cartridgepeople.com/UserTemplate/Content___page=terms.html
42,Passiontec GmbH,passiontec.co.uk,https://www.passiontec.co.uk/agb.html
43,La Nuova Culla del Bimbo di Leonardo ed Olivia Niro S.R.L.,welcomemrbaby.com,https://www.welcomemrbaby.com/terms-and-conditions.html
44,Boots UK Limited,boots.com,https://www.boots.com/webapp/wcs/stores/servlet/CMSCategory/27344?storeId=10052&langId=-1&catalogId=11051
45,Chain Reaction Cycles Ltd.,chainreactioncycles.com:443,https://www.chainreactioncycles.com:443/customer-service/terms-and-conditions
46,LEGO System A/S,lego.com,https://www.lego.com/en-gb/page/terms-and-conditions
47,SweatBand.com,sweatband.com,https://www.sweatband.com/Terms.aspx
48,Buy It Direct Limited,appliancesdirect.co.uk,https://www.appliancesdirect.co.uk/content/customer-service
49,TVA Technology Limited,electricshop.com,https://www.electricshop.com/page/terms
50,MyMemory Ltd,mymemory.co.uk,https://www.mymemory.co.uk/terms-and-conditions/
51,JD Sports Fashion Plc,blacks.co.uk,http://www.blacks.co.uk/TermsandConditions
52,7dayshop.com Limited,7dayshop.com,https://www.7dayshop.com/terms-and-conditions
53,fotoSENSE Ltd,fotosense.co.uk,https://www.fotosense.co.uk/terms
54,Compagnia Lingua,electronic-translators.co.uk,https://electronic-translators.co.uk/en/Terms_and_Conditions.html
55,eXXpozed - sports & fashion Andreas Oliver Bindhammer e. K.,exxpozed.com,https://www.exxpozed.com/support/terms/
56,Tirendo Holding GmbH,tirendo.co.uk,https://www.tirendo.co.uk/terms-and-conditions/
57,JMS Janitorial Supplies Ltd,cleanstore.co.uk,https://www.cleanstore.co.uk/terms.asp
58,The John David Group plc,jdsports.co.uk,http://www.jdsports.co.uk/help.aspx?id=8
59,F.W. Evans Cycles (UK) Limited,evanscycles.com,https://www.evanscycles.com/help/terms-and-conditions
60,MCKAY (NEWTOWNARDS) LIMITED,lifeandlooks.com,http://www.lifeandlooks.com/dsp_temsandconditions.cfm
61,The Hut.com Ltd,thehut.com,https://www.thehut.com/articles/terms-and-conditions.list
62,Giga GmbH,giga-tyres.co.uk,https://www.giga-tyres.co.uk/termsAndConditions
63,Ideal World,idealworld.tv,https://www.idealworld.tv/gb/Terms_and_Conditions.aspx
64,Delticom Tyres Limited,autopink-shop.co.uk,https://www.autopink-shop.co.uk/AGBs.html
65,Blacks Outdoor Retail Limited,millets.co.uk,http://www.millets.co.uk/TermsandConditions
66,Printerinks.com,printerinks.com,https://www.printerinks.com/terms-And-Conditions.html
67,Surfdome Shop Ltd,help.surfdome.com,https://help.surfdome.com/en-gb
68,Topgrade Sportswear Limited,getthelabel.com,https://www.getthelabel.com/content/terms-and-conditions
69,Wiggle Ltd,wiggle.co.uk,https://www.wiggle.co.uk/h/option/terms_conditions
70,Online Commerce Ltd,base.com,https://www.base.com/help-and-advice/terms/dp11/terms-and-conditions.htm
71,AirconDirect,aircondirect.co.uk,https://www.aircondirect.co.uk/commonContent/privacy_policy.asp
72,Siegbert Merkle,derenergiesparladen.de,https://www.derenergiesparladen.de/agb.php?lang=en
73,Spartoo SAS,spartoo.co.uk,https://www.spartoo.co.uk/terms-and-conditions.php
74,NIKE Retail B.V.,nike.com,https://www.nike.com/?geoselection=true
75,PRC Direct,prcdirect.co.uk,https://prcdirect.co.uk/terms/
76,Kthe- Kollwitz- Strae 22,creoven.co.uk,https://www.creoven.co.uk/gtc-uk/
77,Keller Sports GmbH,keller-sports.co.uk,https://www.keller-sports.co.uk/static/terms-and-conditions/
78,Spartoo UK Limited,rubbersole.co.uk,https://www.rubbersole.co.uk/terms-and-conditions.php
79,Eliggi Umberto,motointercom.eu,https://motointercom.eu/shop/en/content/3-conditions
80,Dunelm (Soft Furnishings) Limited,dunelm.com,https://www.dunelm.com/info/dunelm-os-terms
81,Escentual,escentual.com,https://www.escentual.com/help-and-advice/terms-and-conditions/
82,IEB Trading Limited.,allbeauty.com,https://www.allbeauty.com/termsAndConditions.php
83,Grewalz Limited,stuartslondon.com,https://www.stuartslondon.com/terms-conditions-i7
84,C.E.X. Limited,uk.webuy.com,https://uk.webuy.com/site/terms/
85,Visor Commerce Limited,onbuy.com,https://www.onbuy.com/gb/terms/
86,BRASTY GROUP s.r.o.,brasty.co.uk,https://www.brasty.co.uk/terms-and-conditions
87,Printer4you.com GB Ltd.,printer4you.com,https://www.printer4you.com/uk/en/conditions-of-use
88,Vita-Apotheke e.K.,pharmasana.co.uk,https://www.pharmasana.co.uk/support/terms-conditions
89,RDO Kitchens & Appliances,rdo.co.uk,https://www.rdo.co.uk/terms
90,Buzzink Limited,eglobalcentraluk.com,https://www.eglobalcentraluk.com/terms-and-conditions.html?desktop
91,Seven Palms Ltd,picstop.co.uk,http://www.picstop.co.uk/terms-and-conditions
92,I Want One Of Those,iwantoneofthose.com,https://www.iwantoneofthose.com/help/terms-conditions.list
93,Fanatics (International) Limited,kitbag.com,https://www.kitbag.com/stores/kitbag/en/help?helpSection=termsAndConditions
94,SW Golf Limited,onlinegolf.co.uk,https://www.onlinegolf.co.uk/customer-services/terms.html
95,Game Retail Limited,game.co.uk,https://www.game.co.uk/webapp/wcs/stores/servlet/HubArticleView?hubId=757830&articleId=757831&catalogId=10201&langId=44&storeId=10151&merchname=footer-_-aboutgame-_-TermsConditions
96,Mankind Direct Ltd,mankind.co.uk,https://www.mankind.co.uk/info/terms-conditions.list
97,OutdoorGear UK Ltd,outdoorgear.co.uk,https://www.outdoorgear.co.uk/info-page-terms-and-conditions.asp
98,Monster Pet Supplies LLP,monsterpetsupplies.co.uk,https://www.monsterpetsupplies.co.uk/help/terms
99,Paydens Ltd,expresschemist.co.uk,http://www.expresschemist.co.uk/index.jsp?subframe=orderinginfo
100,Gear4Music Limited,gear4music.com,https://www.gear4music.com/index.php?sec=info
101,The Hut.com Ltd,beautyexpert.com,https://www.beautyexpert.com/CustomerServices.asp
102,Office Holdings Limited,office.co.uk,https://www.office.co.uk/view/content/terms-info-page
103,Optimum4 Ltd,lindy.co.uk,https://www.lindy.co.uk/terms-conditions-i7
104,SmartBuyGlasses Optical Limited,smartbuyglasses.co.uk,https://www.smartbuyglasses.co.uk/term
105,Fragrance Direct Limited,fragrancedirect.co.uk,https://www.fragrancedirect.co.uk/terms.html
106,Bose Limited,bose.co.uk,https://www.bose.co.uk/GB/en/home-entertainment/customer-service/shopping-online/terms-and-conditions-of-sale/index.jsp
107,Lovell Rugby Ltd,lovellsoccer.co.uk,https://www.lovellsoccer.co.uk/terms.htm
108,Swarovski Crystal Online AG,swarovski.com,https://www.swarovski.com/en-DE/Web_GB/en/termsconditions/?origin=landing
109,GreenFingers Trading Limited,greenfingers.com,https://www.greenfingers.com/articledisplay.asp?id=1255
110,Pilsworth,size.co.uk,http://www.size.co.uk/webapp/wcs/stores/servlet/SizeInfo_10701_11551_-1_TermsAndConditions
111,Firestar Toys Ltd,firestartoys.com,https://www.firestartoys.com/Pages/Terms.html
112,Hamleys Customer Services,hamleys.com,https://www.hamleys.com/contact-us.irs
113,Subside Sports Ltd.,subsidesports.com,https://www.subsidesports.com/uk/terms_and_conditions
114,Direct Cosmetics Ltd,directcosmetics.com,https://www.directcosmetics.com/terms/terms.cfm
115,Barmans Ltd,drinkstuff.com,https://www.drinkstuff.com/terms.asp
116,PUMA Europe GmbH,eu.puma.com,https://eu.puma.com/uk/en/terms-and-conditions/TERMS_AND_CONDITIONS.html
117,The Hut Group,mybag.com,https://www.mybag.com/terms-and-conditions.info
118,Thebigwebsite Limited,feelunique.com,http://www.feelunique.com/terms.php
119,Golfposer Ltd,golfposer.com,https://www.golfposer.com/p/55/terms-and-conditions
120,Evengreener,evengreener.com,https://evengreener.com/about/terms-conditions
121,Mattressonline.co.uk Ltd,mattressonline.co.uk,https://www.mattressonline.co.uk/Terms-and-Conditions
122,Cycles UK Limited,cyclesuk.com,https://www.cyclesuk.com/pages/termsandconditions/
123,Giles UK Ltd.,mastershoe.co.uk,https://www.mastershoe.co.uk/terms-and-conditions?chapter=0&sesid=q23caf1e153ietga7h52nmggi3
124,FootAsylum,footasylum.com,https://www.footasylum.com/Terms-andamp-Conditions-of-Supply-Acs_terms/
125,Cowpen Industrial Estate,pondkeeper.co.uk,https://www.pondkeeper.co.uk/terms.asp
126,Web Shop Direct Limited,uktights.com,https://www.uktights.com/page.php/help
127,Astrocroft Limited,mychoice.co.uk,https://www.mychoice.co.uk/sale-terms/
128,Micron Consumer Products Group,uk.crucial.com,https://uk.crucial.com/company/terms-of-use
129,Dorothy Perkins Trading Limited,dorothyperkins.com,https://www.dorothyperkins.com/en/dpuk/category/terms-conditions-4388286/home?TS=1431340244214&intnav=footer
130,Commtech IT Solutions Limited,hardwarexpress.co.uk,https://www.hardwarexpress.co.uk/terms.asp
131,Blue Tomato GmbH,blue-tomato.com,https://www.blue-tomato.com/en-GB/info/Terms+and+Conditions-0000010Q/
132,Ann Summers Ltd.,annsummers.com,https://www.annsummers.com/termsandconditions/
133,TRADEINN RETAIL SERVICES S.L.,smashinn.com,https://www.smashinn.com/tennis
134,adidas International Trading B.V.,reebok.co.uk,https://www.reebok.co.uk/help-topics-terms_and_conditions.html
135,Pinnacle Health Limited,simplysupplements.co.uk,https://www.simplysupplements.co.uk/terms-and-conditions
136,Edeloptics GmbH,edel-optics.co.uk,https://www.edel-optics.co.uk/Terms-and-Conditions.html
137,World of Fashion Limited,furnitureinfashion.net,https://www.furnitureinfashion.net/links/faq/
138,Housemakers,housemakers.co.uk,https://www.housemakers.co.uk/customer-care/delivery-information
139,Craghoppers Ltd,craghoppers.com,https://www.craghoppers.com/
140,Quiksilver Europe (aka Na pali S.A.S.),quiksilver.co.uk,https://www.quiksilver.co.uk/customer-service-terms-and-conditions-of-sale.html
141,Outdoor and Cycle Concepts Ltd,cyclesurgery.com,https://www.cyclesurgery.com/legals/terms-and-conditions.html
142,Bray Leino Ltd.,ellis-brigham.com,https://www.ellis-brigham.com/terms-conditions
143,Gadbrook Park,hqhair.com,https://www.hqhair.com/terms-and-conditions.info
144,Crampton & Moore Television Limited,cramptonandmoore.co.uk,https://www.cramptonandmoore.co.uk/terms-and-conditions
145,Screen One (C.I.) Limited,simplyhe.com,https://www.simplyhe.com/Terms+And+Conditions.htm
146,White Stores Ltd.,whitestores.co.uk,http://www.whitestores.co.uk/about-us/t-c%E2%80%99s.aspx
147,Appliance House Ltd,appliancehouse.co.uk,https://www.appliancehouse.co.uk/shop/terms.html
148,Merlin Cycles Ltd,merlincycles.com,https://www.merlincycles.com/terms.html
149,The Board Basement Ltd.,theboardbasement.com,https://www.theboardbasement.com/terms_conditions.aspx
150,Outdoor and Cycle Concepts Ltd,snowandrock.com,https://www.snowandrock.com/legals/terms-conditions.html
151,Outdoor and Cycle Concepts Ltd,runnersneed.com,https://www.runnersneed.com/legals/terms-and-conditions.html
152,E.M.P. Merchandising Handelsgesellschaft mbH,emp.co.uk,https://www.emp.co.uk/customer-service/terms-%26-conditions/terms-privacy-policy.html
153,David Shuttle Ltd,davidshuttle.com,https://www.davidshuttle.com/terms-and-conditions/
154,Firenze Seta S.R.L.,uk.forzieri.com,https://www.uk.forzieri.com/usa/help/security-and-privacy/terms-and-conditions.asp?l=usa&c=gbr
155,Mister Spex GmbH,misterspex.co.uk,https://www.misterspex.co.uk/legal/terms-and-conditions
156,Lyco Direct ltd T/A Lighting-Direct,lighting-direct.co.uk,https://www.lighting-direct.co.uk/shopping-with-us/terms-and-conditions/
157,SJD Supplies Ltd,yourspares.co.uk,https://www.yourspares.co.uk/Terms-And-Conditions.aspx
158,Xbite Limited,365games.co.uk,https://www.365games.co.uk/page/terms-and-conditions
159,Molton Brown Limited,moltonbrown.co.uk,https://www.moltonbrown.co.uk/store/terms-conditions
160,Belle-Lingerie Limited,belle-lingerie.co.uk,https://www.belle-lingerie.co.uk/info/terms-and-conditions
161,Leo Products Ltd,leoofficesupplies.co.uk,https://www.leoofficesupplies.co.uk/terms
162,Tailor Store Sweden AB,tailorstore.co.uk,https://www.tailorstore.co.uk/terms
163,AV Distribution Ltd,audiovisualonline.co.uk,https://www.audiovisualonline.co.uk/page/terms
164,United Online Stores GmbH,moto24.co.uk,https://www.moto24.co.uk/conditions-of-use
165,Bodykind Ltd.,bodykind.com,https://www.bodykind.com/terms.aspx
166,Funbikes Limited,funbikes.co.uk,https://www.funbikes.co.uk/terms
167,Tradewinds Europe Limited,christmastreesandlights.co.uk,https://www.christmastreesandlights.co.uk/Terms-and-Conditions
168,The Hut.com (Trading) limited,lookfantastic.com,https://www.lookfantastic.com/info/terms-conditions.list
169,Cheltenham Mowers Ltd,mowers-online.co.uk,https://www.mowers-online.co.uk/terms-conditions
170,Ebuyer (UK) Limited,ebuyer.com,https://www.ebuyer.com/terms
171,Keengardener Limited,keengardener.co.uk,https://www.keengardener.co.uk/terms-conditions
172,G-Star (UK) Limited,g-star.com,https://www.g-star.com/en_gb/help-info/
173,Hunter Boot Ltd,hunterboots.com,https://www.hunterboots.com/
174,Sport-Tiedje GmbH,sport-tiedje.co.uk,https://www.sport-tiedje.co.uk/general-terms-and-conditions
175,Class Delta Ltd.,theproteinworks.com,http://www.theproteinworks.com/terms-and-conditions/
176,Harman International Industries Limited,harmankardon.co.uk,https://www.harmankardon.co.uk/help
177,OutdoorLook t/a Brookes (UK) Ltd,outdoorlook.co.uk,http://www.outdoorlook.co.uk/about-outdoor-look/terms-and-conditions
178,Hewlett-Packard,www8.hp.com,https://www8.hp.com/uk/en/terms-of-use.html
179,AMERICAN GOLF (TRADING) LIMITED,americangolf.co.uk,https://www.americangolf.co.uk/content/terms.html
180,TradeInn Retail Services S.L,waveinn.com,https://www.waveinn.com/nautical-fishing
181,Kiddies Kingdom Ltd,kiddies-kingdom.com,https://www.kiddies-kingdom.com/content/8-termsconditions
182,The Entertainer (Amersham) Limited,thetoyshop.com,https://www.thetoyshop.com/terms
183,Cyclestore,cyclestore.co.uk,https://www.cyclestore.co.uk/contentPages.asp?pageID=4
184,Pneus Online Trading C.V,tyres-pneus-online.co.uk,https://www.tyres-pneus-online.co.uk/pneus-online-terms-and-conditions.html
185,Pierce AB,xlmoto.co.uk,https://www.xlmoto.co.uk/info/delivery
186,Peak Health Distribution Ltd,monstersupplements.com,https://monstersupplements.com/terms-and-conditions
187,DecoUnique Ltd.,decounique.co.uk,http://www.decounique.co.uk/Returns.html
188,Target Dry Ltd,targetdry.com,https://www.targetdry.com/pages/delivery-returns
189,Motocard Bike S.L,motocard.com,https://www.motocard.com/en/terms-and-conditions.html
190,Bike Kit Limited,probikekit.co.uk,https://www.probikekit.co.uk/site-info/terms-and-conditions.list
191,Green Man Gaming Limited,greenmangaming.com,https://www.greenmangaming.com/terms-and-conditions/
192,Ideal Shopping Direct Limited,createandcraft.com,https://www.createandcraft.com/gb/Terms_and_Conditions.aspx
193,Merepress Limited,hurleys.co.uk,https://www.hurleys.co.uk/terms-conditions-i7
194,Universal Textiles UK Ltd,universal-textiles.com,https://www.universal-textiles.com/pages/terms-and-conditions
195,The Works Stores Ltd,theworks.co.uk,https://www.theworks.co.uk/?coid=10
196,SPC Marketing,ukoutdoorstore.co.uk,http://ukoutdoorstore.co.uk/customer-service/
197,NetGiant Limited,cartridgemonkey.com,https://www.cartridgemonkey.com/help.asp?SeriesID=11&TextID=6
198,Case Happy Limited,casehappy.co.uk,https://www.casehappy.co.uk/terms.asp
199,Media-Concept Brobedarf GmbH,cartridge24.co.uk,https://www.cartridge24.co.uk/Service/Terms-And-Conditions/
200,Morphy Richards Limited,morphyrichards.co.uk,https://www.morphyrichards.co.uk/support/morphy-richards-support/terms-and-conditions.html
201,G2G Ltd,go2games.com,https://www.go2games.com/terms-and-conditions/
202,Charles Bentley & Son Ltd,charlesbentley.com,https://www.charlesbentley.com/terms-conditions
203,LA Muscle Limited,lamuscle.com,https://www.lamuscle.com/about/terms.php
204,NetGiant Limited,tonergiant.co.uk,https://www.tonergiant.co.uk/help.asp?SeriesID=12&TextID=6
205,Pierce AB,24mx.co.uk,https://www.24mx.co.uk/info/delivery
206,Benjamin S. Korth,berondi.com,https://berondi.com/agb
207,Robovision Ltd,tptoys.com:443,https://www.tptoys.com:443/customer/pages/terms
208,Nature's Best Health Products Limited,naturesbest.co.uk,https://www.naturesbest.co.uk/terms-and-conditions/
209,EMU AUSTRALIA (EUROPE) LIMITED,emuaustralia.com,https://www.emuaustralia.com/us/terms-conditions-of-sale.html
210,Tradeinn Retail Services S.L.,motardinn.com,https://www.motardinn.com/motorcycle-equipment/terminos/st
211,Source BMX,sourcebmx.com,https://www.sourcebmx.com/en/Terms-and-Conditions/cc-3.aspx
212,Tennis-Point GmbH,tennis-point.co.uk,https://www.tennis-point.co.uk/info-centre-legal-information/?tab=0
213,Perfumeshopping.com Limited,perfumeshopping.com,https://www.perfumeshopping.com/terms.aspx
214,Tradeinn Retail Services S.L.,runnerinn.com,https://www.runnerinn.com/running
215,Tradeinn Retail Services S.L.,bikeinn.com,https://www.bikeinn.com/bike/terminos/st
216,Beauty Base On-Line Ltd.,beautybase.com,https://www.beautybase.com/
217,AS Technology Ltd,tonerpeople.co.uk,https://www.tonerpeople.co.uk/terms-and-conditions.aspx
218,Argofield Limited,pricerighthome.com,https://www.pricerighthome.com/
219,The Liverpool Football Club and Athletic Grounds Limited,store.liverpoolfc.tv,http://store.liverpoolfc.tv/customerservices/terms
220,Best Gadgets 4 All LTD,bestgadgets4all.co.uk,https://bestgadgets4all.co.uk/content/3-terms_and_conditions
221,Digital River Ireland Ltd.,assets.sennheiser.com,https://assets.sennheiser.com/downloads/download/file/4369/Trade_Account_T_Cs.pdf
222,Clickwise Ltd,shuperb.co.uk,https://www.shuperb.co.uk/terms-conditions-i7
223,Tradeinn Retail Services S.L.,swiminn.com,https://www.swiminn.com/swimming
224,Tradeinn Retail Services S.L.,snowinn.com,https://www.snowinn.com/ski-store/terminos/st
225,Alpinetrek,alpinetrek.co.uk,https://www.alpinetrek.co.uk/
226,C.I.M.A S.r.l.,fabappliances.com,https://www.fabappliances.com/en/content/2-terms-and-conditions-of-use
227,Cyclesport North Limited,ribblecycles.co.uk,http://www.ribblecycles.co.uk/publish.asp?what=termsandconditions&page=1
228,Berghaus Limited,berghaus.com,https://www.berghaus.com/on/demandware.store/Sites-brggbgbp-Site/en_MU/GeoShow-Content?cid=business-terms
229,TOMS EMEA B.V.,toms.co.uk,https://www.toms.co.uk/terms-of-use
230,Pandon Furniture Limited,pandonhome.com,http://www.pandonhome.com/contact_us.html?zenid=9ef322901dbefa08beb7d51687fa7733
231,91-93 Great Union Road,healthmonthly.co.uk,https://www.healthmonthly.co.uk/terms_and_conditions
232,Harman International Industries Limited,uk.jbl.com,https://uk.jbl.com/jbl-terms-and-conditions-uk.html
233,Prima Printer Nordic AB,3dprima.com,https://www.3dprima.com/3dprima/terms-conditions/
234,Tessuti Ltd,scottsmenswear.com,https://www.scottsmenswear.com/customer-service/terms/
235,benuta GmbH,benuta.co.uk,https://www.benuta.co.uk/terms-and-conditions.html
236,BikeFast GmbH,bikefast.co.uk,https://www.bikefast.co.uk/terms-and-conditions
237,FitnessBit S.L,fitnessdigital.co.uk,https://www.fitnessdigital.co.uk/terms-of-use-and-privacy-policy/rm/1/s_1_3/
238,Samuel Johnston Limited,samueljohnston.com,https://www.samueljohnston.com/Information.aspx?TranslationLargeID=6
239,Aurum Group Limited,thewatchhut.co.uk,https://www.thewatchhut.co.uk/terms-and-conditions
240,MGC Ltd,clickgolf.co.uk,https://www.clickgolf.co.uk/pages/returns
241,The Hut Group Ltd,allsole.com,https://www.allsole.com/terms-and-conditions.info
242,Tradeinn Retail Services S.L.,scubastore.com,https://www.scubastore.com/scuba-diving/terminos/st
243,Jack Wolfskin Retail GmbH,jack-wolfskin.co.uk,https://www.jack-wolfskin.co.uk/
244,Menkind Stores Ltd,menkind.co.uk,https://www.menkind.co.uk/terms-conditions
245,BG Romeril & Co LTD,uktoolcentre.co.uk,https://www.uktoolcentre.co.uk/
246,TheDrinkShop.com Ltd,thedrinkshop.com,https://www.thedrinkshop.com/terms
247,Spark Etail Limited,ethicalsuperstore.com,https://www.ethicalsuperstore.com/terms-and-conditions/
248,Philips Electronics UK Limited,philips.co.uk,https://www.philips.co.uk/
249,Digital Operating Models B.V.,topvitamine.com,https://www.topvitamine.com/terms-conditions/
250,JD Sport Fashion PLC,bbclothing.co.uk,https://www.bbclothing.co.uk/en-gb/terms
251,The Manchester United FC Official Online Store,store.manutd.com,https://store.manutd.com/stores/manutd/en/help?helpSection=termsAndConditions
252,Machine Mart Ltd,machinemart.co.uk,https://www.machinemart.co.uk/business-tcs/
253,Lovell Rugby Ltd,lovell-rugby.co.uk,https://www.lovell-rugby.co.uk/terms.htm
254,Nisbets Plc,nisbets.co.uk,https://www.nisbets.co.uk/termsandconditions
255,Shoe Zone Ltd,shoezone.com,https://www.shoezone.com/TermsAndConditions
256,Sonic Megastore Ltd,sonicdirect.co.uk,https://www.sonicdirect.co.uk/content/terms.htm
257,Zestbeautycare.com,zestbeauty.com,https://www.zestbeauty.com/terms-and-conditions
258,Unit 27 Hornsby Square,fragrancescosmeticsperfumes.com,https://www.fragrancescosmeticsperfumes.com/terms-and-conditions
259,Gudrum Classics Limited,gardenchic.co.uk,https://www.gardenchic.co.uk/terms-conditions-i7
260,The Carphone Warehouse Limited,mobiles.co.uk,https://www.mobiles.co.uk/t_and_c
261,Joules Limited,joules.com,https://www.joules.com/
262,Atom Supplies Limited,masterofmalt.com,https://www.masterofmalt.com/c/consumer-terms-of-business/
263,Apro Group Limited,aprogroup.co.uk,https://aprogroup.co.uk/content/3-terms-and-conditions-of-use
264,Buywise Domestics Limited,buywiseappliances.co.uk,https://buywiseappliances.co.uk/terms-conditions
265,Brentwood Golf Centre,discountgolfstore.co.uk,https://www.discountgolfstore.co.uk/terms-and-conditions
266,Bresser UK Ltd,telescopehouse.com,https://www.telescopehouse.com/terms-and-conditions
267,Serata Software,bluenandu.uk,https://bluenandu.uk/about_us/
268,Newmega Limited,claires.com,https://www.claires.com/ts-and-cs.html?lang=en&redirect=1&cid=ts-and-cs&lang=en_GB
269,Tower Boots Ltd.,tower-london.com,https://www.tower-london.com/terms-and-conditions
270,Amzgameco Limited,scdkey.uk,https://www.scdkey.uk/thetermsofservice.html
271,Hertford Digital Audio Limited,ortonsaudiovisual.com,https://www.ortonsaudiovisual.com/terms_conditions
272,Babyaisle Sp. z o.o.,babyaisle.co.uk,http://www.babyaisle.co.uk/en/page/buyer-s-area/terms-and-conditions
273,MyOptique Group Ltd,glassesdirect.co.uk,https://www.glassesdirect.co.uk/help/terms-and-conditions/
274,Hi-Fi Excellence Limited,hifix.co.uk,https://www.hifix.co.uk/terms-and-conditions
275,HAIX Schuhe Produktions und Vertriebs GmbH,haix.co.uk,https://www.haix.co.uk/general-terms-and-conditions
276,StoreKit Ltd,storekit.com,https://storekit.com/returns/
277,The Hut.com Limited,insyncbikes.com,https://www.insyncbikes.com/customer-service/terms-conditions.list
278,Ilium Retail Limited,capitaloutdoors.co.uk,https://www.capitaloutdoors.co.uk/pages/terms-and-conditions
279,Parfmerie Akzente GmbH,parfumdreams.co.uk,https://www.parfumdreams.co.uk/General-Terms-and-Conditions-and-customer-information
280,Yellow Bulldog Ltd,geekstore.com,https://www.geekstore.com/pages/t-cs-yellow-bulldog
281,CJS Sales & Services LTD,cjs-cdkeys.com,https://www.cjs-cdkeys.com/pages/About.html
282,Hansons of Leicester Limited,choicefurnituresuperstore.co.uk,https://www.choicefurnituresuperstore.co.uk/Terms-and-Conditions.html
